Time,Team,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss
1.268301,0,0,0,0,0,126200,126700,0,0,0
1.268301,1,0,0,0,0,126200,126700,0,0,0
1.268301,2,0,0,0,0,126200,126700,0,0,0
1.268301,3,10,20,-10,10,126200,126700,-379,1379,3909
1.268301,4,0,0,0,0,126200,126700,0,0,0
1.268301,5,0,100,-100,100,126200,126700,-1266,11266,36566
1.268301,6,0,0,0,0,126200,126700,0,0,0
1.268301,7,0,0,0,0,126200,126700,0,0,0
1.496685,0,0,0,0,0,126200,126800,0,0,0
1.496685,1,0,0,0,0,126200,126800,0,0,0
1.496685,2,0,0,0,0,126200,126800,0,0,0
1.496685,3,10,20,-10,10,126200,126800,-379,1379,3919
1.496685,4,0,0,0,0,126200,126800,0,0,0
1.496685,5,0,100,-100,100,126200,126800,-1266,11266,36666
1.496685,6,0,0,0,0,126200,126800,0,0,0
1.496685,7,0,0,0,0,126200,126800,0,0,0
1.733094,0,0,2,-2,2,127600,126800,-25,-175,-683
1.733094,1,0,0,0,0,127600,126800,0,0,0
1.733094,2,0,0,0,0,127600,126800,0,0,0
1.733094,3,10,30,-20,20,127600,126800,-506,-1494,-6574
1.733094,4,0,0,0,0,127600,126800,0,0,0
1.733094,5,10,100,-90,90,127600,126800,-1012,12012,-10848
1.733094,6,10,0,10,-10,127600,126800,255,-5255,-2715
1.733094,7,0,0,0,0,127600,126800,0,0,0
1.98201,0,2,2,0,0,127300,126800,26,-826,-826
1.98201,1,0,0,0,0,127300,126800,0,0,0
1.98201,2,0,0,0,0,127300,126800,0,0,0
1.98201,3,10,32,-22,22,127300,126800,-531,-1269,-6857
1.98201,4,0,0,0,0,127300,126800,0,0,0
1.98201,5,10,100,-90,90,127300,126800,-1012,12012,-10848
1.98201,6,10,0,10,-10,127300,126800,255,-5255,-2715
1.98201,7,0,0,0,0,127300,126800,0,0,0
2.291908,0,2,2,0,0,127300,126800,26,-826,-826
2.291908,1,0,0,0,0,127300,126800,0,0,0
2.291908,2,0,0,0,0,127300,126800,0,0,0
2.291908,3,10,32,-22,22,127300,126800,-531,-1269,-6857
2.291908,4,0,0,0,0,127300,126800,0,0,0
2.291908,5,10,100,-90,90,127300,126800,-1012,12012,-10848
2.291908,6,10,0,10,-10,127300,126800,255,-5255,-2715
2.291908,7,0,0,0,0,127300,126800,0,0,0
2.533011,0,2,2,0,0,127300,126800,26,-826,-826
2.533011,1,0,0,0,0,127300,126800,0,0,0
2.533011,2,0,0,0,0,127300,126800,0,0,0
2.533011,3,10,32,-22,22,127300,126800,-531,-1269,-6857
2.533011,4,0,0,0,0,127300,126800,0,0,0
2.533011,5,10,100,-90,90,127300,126800,-1012,12012,-10848
2.533011,6,10,0,10,-10,127300,126800,255,-5255,-2715
2.533011,7,0,0,0,0,127300,126800,0,0,0
2.711127,0,2,2,0,0,127300,126800,26,-826,-826
2.711127,1,0,0,0,0,127300,126800,0,0,0
2.711127,2,0,0,0,0,127300,126800,0,0,0
2.711127,3,10,32,-22,22,127300,126800,-531,-1269,-6857
2.711127,4,0,0,0,0,127300,126800,0,0,0
2.711127,5,10,100,-90,90,127300,126800,-1012,12012,-10848
2.711127,6,10,0,10,-10,127300,126800,255,-5255,-2715
2.711127,7,0,0,0,0,127300,126800,0,0,0
3.031229,0,2,2,0,0,127300,127300,26,-826,-826
3.031229,1,0,0,0,0,127300,127300,0,0,0
3.031229,2,0,0,0,0,127300,127300,0,0,0
3.031229,3,10,32,-22,22,127300,127300,-531,-1269,-1269
3.031229,4,0,0,0,0,127300,127300,0,0,0
3.031229,5,10,100,-90,90,127300,127300,-1012,12012,12012
3.031229,6,10,0,10,-10,127300,127300,255,-5255,-5255
3.031229,7,0,0,0,0,127300,127300,0,0,0
3.212653,0,2,2,0,0,127400,127200,26,-826,-826
3.212653,1,0,0,0,0,127400,127200,0,0,0
3.212653,2,0,0,0,0,127400,127200,0,0,0
3.212653,3,10,77,-67,67,127400,127200,616,2084,-11316
3.212653,4,0,0,0,0,127400,127200,0,0,0
3.212653,5,10,100,-90,90,127400,127200,-1012,12012,-5988
3.212653,6,10,0,10,-10,127400,127200,255,-5255,-3255
3.212653,7,0,0,0,0,127400,127200,0,0,0
3.514387,0,2,2,0,0,127500,127200,26,-826,-826
3.514387,1,0,0,0,0,127500,127200,0,0,0
3.514387,2,0,0,0,0,127500,127200,0,0,0
3.514387,3,10,84,-74,74,127500,127200,527,2173,-16623
3.514387,4,0,0,0,0,127500,127200,0,0,0
3.514387,5,10,100,-90,90,127500,127200,-1012,12012,-10848
3.514387,6,10,0,10,-10,127500,127200,255,-5255,-2715
3.514387,7,0,0,0,0,127500,127200,0,0,0
3.775918,0,2,2,0,0,127500,127400,26,-826,-826
3.775918,1,0,0,0,0,127500,127400,0,0,0
3.775918,2,0,0,0,0,127500,127400,0,0,0
3.775918,3,10,84,-74,74,127500,127400,527,2173,-5227
3.775918,4,0,0,0,0,127500,127400,0,0,0
3.775918,5,10,100,-90,90,127500,127400,-1012,12012,3012
3.775918,6,10,0,10,-10,127500,127400,255,-5255,-4255
3.775918,7,0,0,0,0,127500,127400,0,0,0
3.956652,0,2,2,0,0,127500,127400,26,-826,-826
3.956652,1,0,0,0,0,127500,127400,0,0,0
3.956652,2,0,0,0,0,127500,127400,0,0,0
3.956652,3,10,84,-74,74,127500,127400,527,2173,-5227
3.956652,4,0,0,0,0,127500,127400,0,0,0
3.956652,5,10,100,-90,90,127500,127400,-1012,12012,3012
3.956652,6,10,0,10,-10,127500,127400,255,-5255,-4255
3.956652,7,0,0,0,0,127500,127400,0,0,0
4.243955,0,2,2,0,0,127500,127600,26,-826,-826
4.243955,1,0,0,0,0,127500,127600,0,0,0
4.243955,2,0,0,0,0,127500,127600,0,0,0
4.243955,3,10,84,-74,74,127500,127600,527,2173,9573
4.243955,4,0,0,0,0,127500,127600,0,0,0
4.243955,5,10,100,-90,90,127500,127600,-1012,12012,21012
4.243955,6,10,0,10,-10,127500,127600,255,-5255,-6255
4.243955,7,0,0,0,0,127500,127600,0,0,0
4.511351,0,2,2,0,0,127500,127600,26,-826,-826
4.511351,1,0,0,0,0,127500,127600,0,0,0
4.511351,2,0,0,0,0,127500,127600,0,0,0
4.511351,3,10,84,-74,74,127500,127600,527,2173,9573
4.511351,4,0,0,0,0,127500,127600,0,0,0
4.511351,5,10,100,-90,90,127500,127600,-1012,12012,21012
4.511351,6,10,0,10,-10,127500,127600,255,-5255,-6255
4.511351,7,0,0,0,0,127500,127600,0,0,0
4.770099,0,2,2,0,0,127500,127700,26,-826,-826
4.770099,1,0,0,0,0,127500,127700,0,0,0
4.770099,2,0,0,0,0,127500,127700,0,0,0
4.770099,3,10,84,-74,74,127500,127700,527,2173,16973
4.770099,4,0,0,0,0,127500,127700,0,0,0
4.770099,5,10,100,-90,90,127500,127700,-1012,12012,30012
4.770099,6,10,0,10,-10,127500,127700,255,-5255,-7255
4.770099,7,0,0,0,0,127500,127700,0,0,0
5.032796,0,2,2,0,0,127500,127700,26,-826,-826
5.032796,1,0,0,0,0,127500,127700,0,0,0
5.032796,2,0,0,0,0,127500,127700,0,0,0
5.032796,3,10,84,-74,74,127500,127700,527,2173,16973
