Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3e-06,revitpo_711911,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Globetrotters_20813,Tick,0,0,0,0,,,0,0,0,OK
3e-06,GrowmoreAP_772629,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Hannystars_17,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Ad2f2marmar_314159,Tick,0,0,0,0,,,0,0,0,OK
3e-06,ReadyTraderHoe_9698,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Jagiellonian5_99816,Tick,0,0,0,0,,,0,0,0,OK
3e-06,FiscalFuries_21347,Tick,0,0,0,0,,,0,0,0,OK
0.228322,revitpo_711911,Tick,0,0,0,0,126500,,0,0,0,OK
0.228322,Globetrotters_20813,Tick,0,0,0,0,126500,,0,0,0,OK
0.228322,GrowmoreAP_772629,Tick,0,0,0,0,126500,,0,0,0,OK
0.228322,Hannystars_17,Tick,0,1,-1,1,126500,,-13,13,13,OK
0.228322,Ad2f2marmar_314159,Tick,0,0,0,0,126500,,0,0,0,OK
0.228322,ReadyTraderHoe_9698,Tick,0,0,0,0,126500,,0,0,0,OK
0.228322,Jagiellonian5_99816,Tick,0,0,0,0,126500,,0,0,0,OK
0.228322,FiscalFuries_21347,Tick,0,0,0,0,126500,,0,0,0,OK
0.510587,revitpo_711911,Tick,0,0,0,0,126200,,0,0,0,OK
0.510587,Globetrotters_20813,Tick,0,0,0,0,126200,,0,0,0,OK
0.510587,GrowmoreAP_772629,Tick,0,0,0,0,126200,,0,0,0,OK
0.510587,Hannystars_17,Tick,10,20,-10,10,126200,,-379,1379,1379,OK
0.510587,Ad2f2marmar_314159,Tick,0,0,0,0,126200,,0,0,0,OK
0.510587,ReadyTraderHoe_9698,Tick,0,100,-100,100,126200,,-1266,11266,11266,OK
0.510587,Jagiellonian5_99816,Tick,0,0,0,0,126200,,0,0,0,OK
0.510587,FiscalFuries_21347,Tick,0,0,0,0,126200,,0,0,0,OK
0.740172,revitpo_711911,Tick,0,0,0,0,126200,,0,0,0,OK
0.740172,Globetrotters_20813,Tick,0,0,0,0,126200,,0,0,0,OK
0.740172,GrowmoreAP_772629,Tick,0,0,0,0,126200,,0,0,0,OK
0.740172,Hannystars_17,Tick,10,20,-10,10,126200,,-379,1379,1379,OK
0.740172,Ad2f2marmar_314159,Tick,0,0,0,0,126200,,0,0,0,OK
0.740172,ReadyTraderHoe_9698,Tick,0,100,-100,100,126200,,-1266,11266,11266,OK
0.740172,Jagiellonian5_99816,Tick,0,0,0,0,126200,,0,0,0,OK
0.740172,FiscalFuries_21347,Tick,0,0,0,0,126200,,0,0,0,OK
0.993245,revitpo_711911,Tick,0,0,0,0,126200,,0,0,0,OK
0.993245,Globetrotters_20813,Tick,0,0,0,0,126200,,0,0,0,OK
0.993245,GrowmoreAP_772629,Tick,0,0,0,0,126200,,0,0,0,OK
0.993245,Hannystars_17,Tick,10,20,-10,10,126200,,-379,1379,1379,OK
0.993245,Ad2f2marmar_314159,Tick,0,0,0,0,126200,,0,0,0,OK
0.993245,ReadyTraderHoe_9698,Tick,0,100,-100,100,126200,,-1266,11266,11266,OK
0.993245,Jagiellonian5_99816,Tick,0,0,0,0,126200,,0,0,0,OK
0.993245,FiscalFuries_21347,Tick,0,0,0,0,126200,,0,0,0,OK
1.268301,revitpo_711911,Tick,0,0,0,0,126200,126700,0,0,0,OK
1.268301,Globetrotters_20813,Tick,0,0,0,0,126200,126700,0,0,0,OK
1.268301,GrowmoreAP_772629,Tick,0,0,0,0,126200,126700,0,0,0,OK
1.268301,Hannystars_17,Tick,10,20,-10,10,126200,126700,-379,1379,3909,OK
